val_loss,val_accuracy,val_auroc,val_auprc,loss,accuracy,auroc,auprc,cell_line,task,balancing,model
0.5569739694562558,0.8767989277839661,0.8120027780532837,0.3956947326660156,0.021356142896752632,0.9935061931610109,0.8101137280464172,0.39046072959899897,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.7242768148238248,0.8910558223724365,0.7893266677856445,0.4404054284095764,0.01093856267201542,0.9971026182174684,0.7876074910163879,0.4375659823417664,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
1.3192194292276846,0.8059478402137756,0.8209854960441589,0.5143458247184753,0.01580254778210772,0.9946454763412476,0.8196954727172852,0.5250819325447083,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.4749337842666113,0.8926548361778259,0.8501308560371399,0.5300812125205994,0.02958378453501606,0.9892800450325012,0.848648190498352,0.5271547436714172,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.7231535212899024,0.8185757994651794,0.8194676041603088,0.4590094983577728,0.06414077312078796,0.9771194458007812,0.8206022381782532,0.461695522069931,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.7632560929686982,0.7438392043113708,0.8261699676513672,0.4472860097885132,0.06268949129270003,0.9789773225784302,0.8257995843887329,0.4515359997749329,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.4970673417409047,0.916311740875244,0.771218478679657,0.5615098476409912,0.02603620285629168,0.9925202131271362,0.7695358991622925,0.5606924891471863,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.3291557257056797,0.9259060025215148,0.7999266982078552,0.507517397403717,0.09001841066118874,0.968668818473816,0.7982081174850464,0.5033563375473022,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.614321119638513,0.8065306544303894,0.8124758005142212,0.3640010952949524,0.09317854333164644,0.9666066765785216,0.8125202655792236,0.3631060123443604,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.3248089261273405,0.8796084523200989,0.8155784010887146,0.4773981869220734,0.2350866154007528,0.9051474332809448,0.8149098753929138,0.4769307971000672,GM12878,Active enhancers and promoters vs anything else,balanced,deep_enhancers
0.4075847489443439,0.8526570200920105,0.7919189929962158,0.5017967224121094,0.2587386268159195,0.8880224227905273,0.7906997203826904,0.496980756521225,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.6166048196725704,0.7569124698638916,0.8557944297790527,0.699120283126831,0.1471814048969406,0.944077968597412,0.854964017868042,0.700905442237854,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.5344617635758354,0.8524285554885864,0.8416143655776978,0.6672005653381348,0.05630497718965696,0.9816101193428041,0.8396410942077637,0.6626381278038025,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
1.019228431715146,0.8699219822883606,0.88185715675354,0.7258265018463135,0.009902333883085984,0.9976561069488524,0.8826552033424377,0.7227803468704224,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.9364232474986462,0.8746604323387146,0.8578835129737854,0.7372491955757141,0.008112298405559291,0.9980518221855164,0.8574220538139343,0.7358570098876953,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.610514119077911,0.8788291811943054,0.880645215511322,0.7189717888832092,0.019171418939228614,0.9950554370880128,0.880630373954773,0.7149720191955566,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.8130701069527294,0.8478989601135254,0.8671541213989258,0.7050697207450867,0.01060785593924304,0.99755197763443,0.8666743040084839,0.7027987241744995,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.9689788915388582,0.8905611038208008,0.8747001886367798,0.7655129432678223,0.019401243745446904,0.9950953125953674,0.8755604028701782,0.7643230557441711,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
1.1583728988853708,0.8797650337219238,0.8894727230072021,0.774459719657898,0.010057151603343664,0.997298538684845,0.8900683522224426,0.7756443619728088,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.8750428968456895,0.8066369295120239,0.9017335772514344,0.7270030975341797,0.019826398895682686,0.9942660331726074,0.9014765620231628,0.7263392210006714,GM12878,Active enhancers and promoters vs anything else,full_balanced,deep_enhancers
0.3760406498701273,0.9479040503501892,0.9212663173675536,0.762319028377533,0.009157894933121805,0.9969897866249084,0.9208772778511048,0.7596794366836548,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.4874337942069541,0.9487857818603516,0.9192199110984802,0.7491703629493713,0.0090071872485589,0.9971178770065308,0.9192259907722472,0.7464048266410828,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.5537546377166686,0.9453635215759276,0.9219986200332642,0.7496333718299866,0.008012150056251317,0.997386872768402,0.9224639534950256,0.7472510933876038,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.3921842060641912,0.9462153315544128,0.9132536053657532,0.7514960765838623,0.008166287559488023,0.9973804354667664,0.9126290678977966,0.7485335469245911,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.43751415059383536,0.9490846395492554,0.926769196987152,0.7649258971214294,0.008213599260055585,0.9972139596939088,0.926738977432251,0.762161135673523,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.4298052207478349,0.9428678154945374,0.9207159876823424,0.7589061260223389,0.008876522339581673,0.9970217943191528,0.9201149940490724,0.7567421793937683,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
0.3461853650322073,0.9437495470046996,0.9197803735733032,0.7575042247772217,0.009291662364938877,0.9968552589416504,0.9190047979354858,0.7549137473106384,GM12878,Active enhancers and promoters vs anything else,umbalanced,deep_enhancers
